,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CTransPath,1.0,0.6477334914328637,0.5901358182012904,0.6519632683450223,0.6708022590692538
Prov-GigaPath,0.6477334914328637,1.0,0.5327530595110065,0.6236447176727761,0.6718399567900355
KEEP,0.5901358182012904,0.5327530595110065,1.0,0.41457844321915543,0.7699697114367642
ResNet50 (ImageNet),0.6519632683450223,0.6236447176727761,0.41457844321915543,1.0,0.460576385870112
UNI2-h,0.6708022590692538,0.6718399567900355,0.7699697114367642,0.460576385870112,1.0
