,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CTransPath,0.9999999999999997,0.6331988652277643,0.43670786391697936,0.47806221986205943,0.6480665362230015
Prov-GigaPath,0.6331988652277643,0.9999999999999996,0.5836947479959124,0.49037229462376075,0.5005643504348551
KEEP,0.43670786391697936,0.5836947479959124,0.9999999999999999,0.37208806861428356,0.6212117565522927
ResNet50 (ImageNet),0.47806221986205943,0.49037229462376075,0.37208806861428356,0.9999999999999996,0.4984778055944524
UNI2-h,0.6480665362230015,0.5005643504348551,0.6212117565522927,0.4984778055944524,0.9999999999999997
