model,nmse,r2,cosine
ctranspath,0.17363246456439077,0.8263675354356093,0.9627735471873016
gigapath,0.4252311814077704,0.5747688185922296,0.8932875371714464
keep,0.26000051335800145,0.7399994866419985,0.9137525611559286
resnet50,0.15943293661646363,0.8405670633835364,0.9830182427367647
uni_v2,0.5175715462393746,0.4824284537606254,0.7685233009767468
