,ctranspath,gigapath,keep,resnet50,uni_v2
ctranspath,1.0,0.9527408104738571,0.9142249987580412,0.9155226574293472,0.9468096454925533
gigapath,0.9527408104738571,1.0,0.9183350897734913,0.8974795624832738,0.95786227445735
keep,0.9142249987580412,0.9183350897734913,1.0,0.8537469325767589,0.9343842500983554
resnet50,0.9155226574293472,0.8974795624832738,0.8537469325767589,1.0,0.8857408467734676
uni_v2,0.9468096454925533,0.95786227445735,0.9343842500983554,0.8857408467734676,1.0
