condition,recall@1,recall@5,recall@10,map,mrr,median_rank,ndcg,n_query,n_database
gcca,0.9455,0.9908,0.9954000000000001,0.9656963954672761,0.9656963954672761,1.0,0.9739964776840502,5000.0,5000.0
joint_pca,0.8854,0.9748,0.9874,0.9255567568066396,0.9255567568066396,1.0,0.943263738810701,5000.0,5000.0
mcca,0.8146,0.9592,0.9794,0.8781615937025798,0.8781615937025798,1.0,0.9070952515303591,5000.0,5000.0
autoencoder,0.7439,0.9249,0.9596,0.8244692730615062,0.8244692730615062,1.0,0.8650629267330261,5000.0,5000.0
procrustes,0.5473,0.8049999999999999,0.8734,0.6624724828635988,0.6624724828635988,1.0,0.7362696114937686,5000.0,5000.0
unaligned_pca,0.0009,0.0051,0.0108,0.006874738524981551,0.006874738524981551,683.75,0.11668225145223324,5000.0,5000.0
unaligned_truncate,0.0002,0.0013000000000000002,0.0027,0.002333561909233487,0.002333561909233487,2073.25,0.09782163399368518,5000.0,5000.0
