kind,cosine,r2,nmse,retrieval_recall@1,retrieval_recall@5,retrieval_recall@10,retrieval_map,retrieval_mrr,retrieval_median_rank,retrieval_ndcg,retrieval_n_query,retrieval_n_database
cross_model,0.7139495316107115,0.4211126400518667,0.5788873599481333,0.5557,0.7707999999999999,0.8359333333333333,0.6544015330147862,0.6544015330147862,1.3333333333333333,0.7257570613149883,5000.0,5000.0
self_roundtrip,0.7951790840048174,0.5799694373284257,0.42003056267157435,0.8643333333333333,0.9613333333333333,0.9791333333333334,0.9081043601419604,0.9081043601419604,1.0,0.9294702496365511,5000.0,5000.0
