condition,recall@1,recall@5,recall@10,map,mrr,median_rank,ndcg,n_query,n_database
gcca,0.9298,0.9896,0.9962,0.956757678950893,0.956757678950893,1.0,0.967347521317962,5000.0,5000.0
joint_pca,0.8754,0.9748,0.9874,0.9193578435969212,0.9193578435969212,1.0,0.938673733400472,5000.0,5000.0
mcca,0.8007,0.9538,0.9775,0.868237845615365,0.868237845615365,1.0,0.8995243612917136,5000.0,5000.0
autoencoder,0.757,0.9279,0.9612,0.8328734534753668,0.8328734534753668,1.0,0.8715249721981739,5000.0,5000.0
procrustes,0.5661,0.8114,0.8798999999999999,0.6762935599568975,0.6762935599568975,1.0,0.7472380875758515,5000.0,5000.0
unaligned_pca,0.001,0.0045000000000000005,0.008,0.00476058985705474,0.00476058985705474,2322.0,0.10137207207746407,5000.0,5000.0
unaligned_truncate,0.0002,0.0013,0.0021999999999999997,0.0020092024159871057,0.0020092024159871057,2180.25,0.09661492573063808,5000.0,5000.0
