,reconstruction_r2,reconstruction_cosine,alignment_error,paired_cosine,shared_cka,recall@1,recall@10,mrr,neighborhood_preservation,effective_rank,latent_dim
joint_pca,0.9557375994418265,0.9871893777073786,0.055676232417882325,0.8914599466882672,0.9432237679721932,0.9255,0.996,0.9544231732266271,0.78625,47.48752057316557,64.0
gcca,0.8624742251117945,0.960946996731781,0.10521272879338983,0.8093052338126112,0.7052358758184714,0.96,0.9984999999999999,0.9764875180375181,0.498725,63.40172726766586,64.0
mcca,0.9163917836598824,0.9764107850992205,0.18162364419398347,0.6926343239325057,0.5110256646590122,0.8765000000000001,0.9904999999999999,0.920556959112306,0.498825,63.92319996771041,64.0
procrustes,0.9819795537844402,0.994643645302463,0.12140601053542326,0.7808429451176663,0.8516853159956344,0.6795,0.9445,0.7763759540943603,0.9778,48.58471639803362,64.0
autoencoder,0.9762884874409351,0.9930314157181166,0.10712084719699239,0.8051124734579912,0.9091158314020104,0.82575,0.984,0.8862553123567993,0.691775,53.65062018448341,64.0
