condition,recall@1,recall@5,recall@10,map,mrr,median_rank,ndcg,n_query,n_database
gcca,0.9969333333333333,0.9999333333333333,0.9999666666666668,0.9982605303030304,0.9982605303030304,1.0,0.9987029200022527,5000.0,5000.0
autoencoder,0.9753,0.9970333333333333,0.999,0.9849625962790872,0.9849625962790872,1.0,0.988678471238428,5000.0,5000.0
joint_pca,0.9572333333333334,0.9924,0.9966666666666667,0.9728689092815145,0.9728689092815145,1.0,0.9794102164854847,5000.0,5000.0
mcca,0.9483333333333334,0.9894,0.9951,0.9667726919735093,0.9667726919735093,1.0,0.9747503725642243,5000.0,5000.0
procrustes,0.4988333333333333,0.7515333333333333,0.8349333333333333,0.6136385465752735,0.6136385465752735,1.8333333333333333,0.6961065721653564,5000.0,5000.0
unaligned_truncate,9.999999999999999e-05,0.0012333333333333335,0.0022,0.0018190182907294003,0.0018190182907294003,2472.1666666666665,0.0949091721832817,5000.0,5000.0
unaligned_pca,3.3333333333333335e-05,0.00046666666666666666,0.0007999999999999999,0.0009138950652148322,0.0009138950652148322,3127.8333333333335,0.09008585294368475,5000.0,5000.0
