,ctranspath,gigapath,keep,resnet50,uni_v2
ctranspath,1.0,0.7112669730722738,0.6337275197670186,0.6822864900129344,0.6815662097751035
gigapath,0.7112669730722738,1.0,0.6556805405595065,0.6080682980497809,0.7486490532586517
keep,0.6337275197670186,0.6556805405595065,1.0,0.5185760561513216,0.6688169521493049
resnet50,0.6822864900129344,0.6080682980497809,0.5185760561513216,1.0,0.5709702884671296
uni_v2,0.6815662097751035,0.7486490532586517,0.6688169521493049,0.5709702884671296,1.0
