,ctranspath,gigapath,keep,resnet50,uni_v2
ctranspath,1.0,0.5249359956394929,0.43537846419121085,0.5372088225830101,0.48646303437067284
gigapath,0.5249359956394929,1.0,0.46842940429187885,0.42584581623015244,0.5859927887475332
keep,0.43537846419121085,0.46842940429187885,1.0,0.33865607338214065,0.48345331955950255
resnet50,0.5372088225830101,0.42584581623015244,0.33865607338214065,1.0,0.39062599186950325
uni_v2,0.48646303437067284,0.5859927887475332,0.48345331955950255,0.39062599186950325,1.0
