model,nmse,r2,cosine
ctranspath,0.22296541709661785,0.7770345829033821,0.9525027249173501
gigapath,0.5265365740624338,0.4734634259375662,0.7346870006945831
keep,0.32191978049846914,0.6780802195015309,0.8820042266557248
resnet50,0.16774599950182303,0.832254000498177,0.984369279689302
uni_v2,0.5163671858650986,0.48363281413490145,0.7224675401798831
