,gpfm,hoptimus0,virchow2
gpfm,1.0,0.7745363406131153,0.6717525208406306
hoptimus0,0.7745363406131153,1.0,0.6304195564759645
virchow2,0.6717525208406306,0.6304195564759645,1.0
