model,nmse,r2,cosine
gpfm,0.4870784517419535,0.5129215482580465,0.7484880293592546
hoptimus0,0.5207279944851272,0.4792720055148728,0.7265456914663191
virchow,0.32788845425068186,0.6721115457493181,0.9145893146148608
virchow2,0.4194213685648027,0.5805786314351973,0.8331701265387313
