,gpfm,hoptimus0,virchow,virchow2
gpfm,1.0,0.9587976379903151,0.9563912650713285,0.9666895163304151
hoptimus0,0.9587976379903151,1.0,0.9529315498208891,0.9556971349964218
virchow,0.9563912650713285,0.9529315498208891,1.0,0.9585069965655811
virchow2,0.9666895163304151,0.9556971349964218,0.9585069965655811,1.0
