,gpfm,hoptimus0,virchow,virchow2
gpfm,1.0,0.9189810798776201,0.9171196729640265,0.9371176842029363
hoptimus0,0.9189810798776201,1.0,0.9063466944218491,0.9150473161413216
virchow,0.9171196729640265,0.9063466944218491,1.0,0.9219730047207076
virchow2,0.9371176842029363,0.9150473161413216,0.9219730047207076,1.0
