component,eigenvalue,view_agreement
0,3.9953664736303933,0.9988416184075983
1,3.9933733412156105,0.9983433353039026
2,3.989907733610914,0.9974769334027285
3,3.9871038495800972,0.9967759623950243
4,3.9836936471410636,0.9959234117852659
5,3.9821694397741347,0.9955423599435337
6,3.982081691284505,0.9955204228211263
7,3.9786367488633614,0.9946591872158403
8,3.973813236860497,0.9934533092151242
9,3.971226933431559,0.9928067333578897
10,3.9679536086814,0.99198840217035
11,3.9662766062639414,0.9915691515659854
12,3.9631307066184833,0.9907826766546208
13,3.9623348223405572,0.9905837055851393
14,3.9584430084559896,0.9896107521139974
15,3.957616807307014,0.9894042018267535
16,3.955304386842426,0.9888260967106065
17,3.9523001131042212,0.9880750282760553
18,3.9499621317377582,0.9874905329344396
19,3.946083387677135,0.9865208469192838
20,3.9451605730110626,0.9862901432527656
21,3.942774442076522,0.9856936105191305
22,3.9407410047346674,0.9851852511836668
23,3.937107074451784,0.984276768612946
24,3.9349485845678425,0.9837371461419606
25,3.9348272494401035,0.9837068123600259
26,3.928986974204933,0.9822467435512332
27,3.9283315965505623,0.9820828991376406
28,3.923687578509724,0.980921894627431
29,3.922462596610414,0.9806156491526035
30,3.917468453736192,0.979367113434048
31,3.916145691891208,0.979036422972802
32,3.9112952783884514,0.9778238195971128
33,3.911098026981902,0.9777745067454755
34,3.9096983098533427,0.9774245774633357
35,3.908258076513117,0.9770645191282793
36,3.906184885086219,0.9765462212715548
37,3.902902545825657,0.9757256364564143
38,3.8995961197405626,0.9748990299351407
39,3.8969035519782835,0.9742258879945709
40,3.8960471583213723,0.9740117895803431
41,3.893414201389598,0.9733535503473995
42,3.8920423224115197,0.9730105806028799
43,3.88876142351819,0.9721903558795475
44,3.883404979866326,0.9708512449665815
45,3.8811912899739935,0.9702978224934984
46,3.8798034278406597,0.9699508569601649
47,3.877252054346487,0.9693130135866217
48,3.8726900052627387,0.9681725013156847
49,3.8694250689992407,0.9673562672498102
50,3.8667346449499607,0.9666836612374902
51,3.8653137634256334,0.9663284408564083
52,3.8647700134473677,0.9661925033618419
53,3.8611917402939384,0.9652979350734846
54,3.8580792608963113,0.9645198152240778
55,3.8518826353083955,0.9629706588270989
56,3.8496562347266563,0.9624140586816641
57,3.8446565940508686,0.9611641485127171
58,3.843207405945674,0.9608018514864185
59,3.8420875167423505,0.9605218791855876
60,3.840418449847223,0.9601046124618058
61,3.8372910696997975,0.9593227674249494
62,3.832874899361998,0.9582187248404995
63,3.830642127847445,0.9576605319618613
