,gpfm,hoptimus0,virchow2
gpfm,1.0,0.7371600967288041,0.7607646437495357
hoptimus0,0.7371600967288041,1.0,0.7228961385096403
virchow2,0.7607646437495357,0.7228961385096403,1.0
