model,nmse,r2,cosine
gpfm,0.48424117855647597,0.515758821443524,0.7515958350232171
hoptimus0,0.5250407296574886,0.4749592703425114,0.735793440742764
virchow2,0.4272669895313925,0.5727330104686075,0.8172735827168816
