,gpfm,hoptimus0,virchow,virchow2
gpfm,1.0,0.8417453131878468,0.8411191468718516,0.8705412811318777
hoptimus0,0.8417453131878468,1.0,0.8247814934216474,0.8413643980922927
virchow,0.8411191468718516,0.8247814934216474,1.0,0.8558565720782455
virchow2,0.8705412811318777,0.8413643980922927,0.8558565720782455,1.0
