model,nmse,r2,cosine
gpfm,0.46133609522895963,0.5386639047710404,0.7632171585147556
hoptimus0,0.4783941262659681,0.5216058737340319,0.7509555715730452
virchow,0.2992354231507258,0.7007645768492742,0.922570869006251
virchow2,0.3689277531271776,0.6310722468728224,0.8544210085406776
