,gpfm,hoptimus0,virchow,virchow2
gpfm,1.0,0.7147378134630917,0.7100667356835739,0.7649152060111343
hoptimus0,0.7147378134630917,1.0,0.6770064285450015,0.7176183735795336
virchow,0.7100667356835739,0.6770064285450015,1.0,0.7372446338496471
virchow2,0.7649152060111343,0.7176183735795336,0.7372446338496471,1.0
