model,nmse,r2,cosine
ctranspath,0.12925557534247994,0.87074442465752,0.9723614316032304
gigapath,0.3694898290301412,0.6305101709698588,0.9081033004933334
keep,0.1727140954803526,0.8272859045196475,0.9435384286833236
resnet50,0.09782185822479933,0.9021781417752006,0.9895749263209009
uni_v2,0.4579926455389487,0.5420073544610513,0.7969690631899997
