,ctranspath,gigapath,keep,resnet50,uni_v2
ctranspath,1.0,0.6848925141121702,0.6592749130932047,0.7723641326915957,0.7252034887069168
gigapath,0.6848925141121702,1.0,0.56363288507598,0.708890381163977,0.6870711252389732
keep,0.6592749130932047,0.56363288507598,1.0,0.5711842038696744,0.7845013731509832
resnet50,0.7723641326915957,0.708890381163977,0.5711842038696744,1.0,0.6117681381717386
uni_v2,0.7252034887069168,0.6870711252389732,0.7845013731509832,0.6117681381717386,1.0
