,ctranspath,gigapath,keep,resnet50,uni_v2
ctranspath,1.0,0.790289187765817,0.6603261448846773,0.7593744648782493,0.7440663118730072
gigapath,0.790289187765817,1.0,0.6454196248682448,0.6664635011711648,0.7557255711056348
keep,0.6603261448846773,0.6454196248682448,1.0,0.5547517630709563,0.720571161649216
resnet50,0.7593744648782493,0.6664635011711648,0.5547517630709563,1.0,0.6010918917647242
uni_v2,0.7440663118730072,0.7557255711056348,0.720571161649216,0.6010918917647242,1.0
