,gpfm,hoptimus0,virchow,virchow2
gpfm,1.0,0.9555916168990707,0.9527924725455074,0.9470844053598306
hoptimus0,0.9555916168990707,1.0,0.9519669785549298,0.9457542305628805
virchow,0.9527924725455074,0.9519669785549298,1.0,0.9493490864656587
virchow2,0.9470844053598306,0.9457542305628805,0.9493490864656587,1.0
