model,nmse,r2,cosine
gpfm,0.2767131834357236,0.7232868165642764,0.8867514676188655
hoptimus0,0.2754283222705862,0.7245716777294138,0.9047970345986494
virchow2,0.21961607239968423,0.7803839276003157,0.9079495016498637
