,gpfm,hoptimus0,virchow2
gpfm,1.0,0.7822590603867069,0.7061108573537748
hoptimus0,0.7822590603867069,1.0,0.6492118362449173
virchow2,0.7061108573537748,0.6492118362449173,1.0
