,gpfm,hoptimus0,virchow2
gpfm,1.0,0.7773980507160315,0.47783756046333214
hoptimus0,0.7773980507160315,1.0,0.4051495620896561
virchow2,0.47783756046333214,0.4051495620896561,1.0
