source,target,cosine,r2
ctranspath,gigapath,0.8739344940593409,0.4949647442068883
ctranspath,keep,0.8280041489170824,0.49837414936882796
ctranspath,resnet50,0.9753434868316723,0.7672138289885203
ctranspath,uni_v2,0.7252095771026692,0.3947351469520284
gigapath,ctranspath,0.9467210102405195,0.7539115816768014
gigapath,keep,0.8295818780814304,0.5045595454758658
gigapath,resnet50,0.9735070799717984,0.7504848165224641
gigapath,uni_v2,0.7304891940761757,0.4062972733719824
keep,ctranspath,0.9325836043035874,0.6909067912230569
keep,gigapath,0.8651565101570439,0.4632047222512329
keep,resnet50,0.966654972260867,0.6872104104647558
keep,uni_v2,0.7236555034904112,0.39507536594178727
resnet50,ctranspath,0.9356617479949285,0.7046460098726506
resnet50,gigapath,0.860909890413086,0.4428264464903645
resnet50,keep,0.7973572097247325,0.41832269844166436
resnet50,uni_v2,0.6930383181618182,0.3340225296642487
uni_v2,ctranspath,0.9450657084111539,0.7461580856524164
uni_v2,gigapath,0.8762189610124368,0.5045703127065995
uni_v2,keep,0.8373797302594073,0.5258549580073506
uni_v2,resnet50,0.9719384890514103,0.7360404918586079
