,ctranspath,gigapath,keep,resnet50,uni_v2
ctranspath,1.0,0.8399998774966442,0.724791247007416,0.7733524406038423,0.8241646660821357
gigapath,0.8399998774966442,1.0,0.7292715707943315,0.7449035258969784,0.8480437048179472
keep,0.724791247007416,0.7292715707943315,1.0,0.6232822179869875,0.7533690592563935
resnet50,0.7733524406038423,0.7449035258969784,0.6232822179869875,1.0,0.7155025501759741
uni_v2,0.8241646660821357,0.8480437048179472,0.7533690592563935,0.7155025501759741,1.0
