,ctranspath,gigapath,keep,resnet50,uni_v2
ctranspath,1.0,0.9076607602194737,0.8338284083376022,0.8590410603138301,0.8983752182619837
gigapath,0.9076607602194737,1.0,0.8369477253190734,0.8399225316533114,0.9131558574418206
keep,0.8338284083376022,0.8369477253190734,1.0,0.7565095443994808,0.8515406262572784
resnet50,0.8590410603138301,0.8399225316533114,0.7565095443994808,1.0,0.8229536820181841
uni_v2,0.8983752182619837,0.9131558574418206,0.8515406262572784,0.8229536820181841,1.0
