model,nmse,r2,cosine
ctranspath,0.18673707190231667,0.8132629280976833,0.9596626090457939
gigapath,0.4593220692106921,0.5406779307893079,0.8856308014952426
keep,0.3919337741871465,0.6080662258128535,0.8665052427405839
resnet50,0.16663712237264947,0.8333628776273505,0.9823628747370252
uni_v2,0.5611635248948198,0.4388364751051802,0.7472698222466757
