layer_a,depth_a,best_layer_b,depth_b,best_similarity,diagonal_similarity,depth_offset
blocks.0,0.0,layers.0.blocks.1,0.36363636363636365,0.8650202226667443,0.8619054254143212,0.36363636363636365
blocks.1,0.043478260869565216,layers.0.blocks.1,0.36363636363636365,0.9026304448966233,0.8945591780472057,0.32015810276679846
blocks.2,0.08695652173913043,layers.0.blocks.1,0.36363636363636365,0.8717748647148963,0.7558609451057758,0.2766798418972332
blocks.3,0.13043478260869565,layers.0.blocks.1,0.36363636363636365,0.9249102231063305,0.7745896801069906,0.233201581027668
blocks.4,0.17391304347826086,layers.0.blocks.1,0.36363636363636365,0.9501886476286279,0.9317139221824465,0.18972332015810278
blocks.5,0.21739130434782608,layers.0.blocks.1,0.36363636363636365,0.9654433891455473,0.94768637930341,0.14624505928853757
blocks.6,0.2608695652173913,layers.0.blocks.1,0.36363636363636365,0.9667532968054117,0.7193219052194196,0.10276679841897235
blocks.7,0.30434782608695654,layers.2.blocks.0,0.18181818181818182,0.9667226110797141,0.74619855776173,-0.12252964426877472
blocks.8,0.34782608695652173,layers.2.blocks.0,0.18181818181818182,0.9720137518824487,0.9489315384276664,-0.1660079051383399
blocks.9,0.391304347826087,layers.2.blocks.0,0.18181818181818182,0.9702523394132972,0.9251061371626668,-0.20948616600790515
blocks.10,0.43478260869565216,layers.2.blocks.0,0.18181818181818182,0.9687492520605118,0.9152646673426128,-0.25296442687747034
blocks.11,0.4782608695652174,layers.2.blocks.0,0.18181818181818182,0.9659225784411624,0.9153600848838668,-0.2964426877470356
blocks.12,0.5217391304347826,layers.2.blocks.0,0.18181818181818182,0.9587096509156241,0.9509116310885086,-0.33992094861660077
blocks.13,0.5652173913043478,layers.2.blocks.0,0.18181818181818182,0.9567113192848713,0.9538803036919926,-0.38339920948616596
blocks.14,0.6086956521739131,layers.2.blocks.0,0.18181818181818182,0.948663639286299,0.7739863252205539,-0.42687747035573126
blocks.15,0.6521739130434783,layers.2.blocks.1,0.5454545454545454,0.9423798129534022,0.779761503937874,-0.10671936758893286
blocks.16,0.6956521739130435,layers.2.blocks.3,0.8181818181818182,0.9355087301916022,0.9327496782422511,0.12252964426877477
blocks.17,0.7391304347826086,layers.2.blocks.3,0.8181818181818182,0.9163496218581564,0.9129787967358733,0.07905138339920958
blocks.18,0.782608695652174,layers.2.blocks.3,0.8181818181818182,0.8965210952015223,0.8965210952015223,0.035573122529644285
blocks.19,0.8260869565217391,layers.2.blocks.3,0.8181818181818182,0.885322138272604,0.885322138272604,-0.007905138339920903
blocks.20,0.8695652173913043,layers.3.blocks.0,0.2727272727272727,0.8911535569786533,0.8559830785574611,-0.5968379446640316
blocks.21,0.9130434782608695,layers.3.blocks.0,0.2727272727272727,0.8831791809697924,0.8370706251762454,-0.6403162055335968
blocks.22,0.9565217391304348,layers.3.blocks.0,0.2727272727272727,0.881919312948874,0.8041262701931922,-0.6837944664031621
blocks.23,1.0,layers.3.blocks.1,0.6363636363636364,0.7967687759758193,0.715608701886898,-0.36363636363636365
