,gpfm,hoptimus0,virchow,virchow2
gpfm,1.0,0.9403067868778938,0.9419501033802559,0.9505687654388746
hoptimus0,0.9403067868778938,1.0,0.9512138499179826,0.9561343599478254
virchow,0.9419501033802559,0.9512138499179826,1.0,0.9646509161002748
virchow2,0.9505687654388746,0.9561343599478254,0.9646509161002748,1.0
