source,target,cosine,r2
gpfm,hoptimus0,0.5649634218467395,0.2648446944136973
gpfm,virchow,0.8302985132113685,0.44607927198962616
gpfm,virchow2,0.7440863539581376,0.3928754255068708
hoptimus0,gpfm,0.6058096213321537,0.3320530532641771
hoptimus0,virchow,0.8430927077758114,0.49205337306758856
hoptimus0,virchow2,0.7681613873886461,0.45736772029552675
virchow,gpfm,0.602746054863632,0.3227261866555632
virchow,hoptimus0,0.5818671452276977,0.2912374655744183
virchow,virchow2,0.7687931679772372,0.4481771512606699
virchow2,gpfm,0.6023719035472224,0.3254153834066962
virchow2,hoptimus0,0.5818892900648525,0.2934211567884637
virchow2,virchow,0.8431906635816245,0.4859702502713603
