,gpfm,hoptimus0,virchow2
gpfm,1.0,0.9428092886941384,0.8814845557903406
hoptimus0,0.9428092886941384,1.0,0.8804069813132004
virchow2,0.8814845557903406,0.8804069813132004,1.0
