,gpfm,hoptimus0,virchow2
gpfm,1.0,0.9571791259487474,0.9436970620117394
hoptimus0,0.9571791259487474,1.0,0.9394464654085442
virchow2,0.9436970620117394,0.9394464654085442,1.0
