,gpfm,hoptimus0,virchow,virchow2
gpfm,1.0,0.962163189473718,0.9588399806478345,0.9674499737280047
hoptimus0,0.962163189473718,1.0,0.9592453368679015,0.9598934141835965
virchow,0.9588399806478345,0.9592453368679015,1.0,0.9632557809568228
virchow2,0.9674499737280047,0.9598934141835965,0.9632557809568228,1.0
