model,nmse,r2,cosine
gpfm,0.5909095487763486,0.4090904512236514,0.6627926824842725
hoptimus0,0.6585801719894088,0.34141982801059123,0.616688814713499
virchow,0.4175402086311741,0.5824597913688259,0.8710947773111769
virchow2,0.45727871263013636,0.5427212873698637,0.8069395250449758
