query,database,recall@1,recall@5,recall@10,mrr,median_rank,n
gpfm,hoptimus0,0.997,1.0,1.0,0.9983333333333334,1.0,2000.0
hoptimus0,gpfm,0.998,1.0,1.0,0.999,1.0,2000.0
gpfm,virchow,0.998,1.0,1.0,0.999,1.0,2000.0
virchow,gpfm,0.9985,0.9995,1.0,0.999,1.0,2000.0
gpfm,virchow2,0.998,1.0,1.0,0.999,1.0,2000.0
virchow2,gpfm,1.0,1.0,1.0,1.0,1.0,2000.0
hoptimus0,virchow,0.996,1.0,1.0,0.9978333333333332,1.0,2000.0
virchow,hoptimus0,0.9965,1.0,1.0,0.9979750000000001,1.0,2000.0
hoptimus0,virchow2,0.9955,1.0,1.0,0.9976666666666667,1.0,2000.0
virchow2,hoptimus0,0.9965,1.0,1.0,0.9979166666666668,1.0,2000.0
virchow,virchow2,0.9975,0.9995,1.0,0.9985555555555555,1.0,2000.0
virchow2,virchow,0.996,1.0,1.0,0.9979166666666668,1.0,2000.0
