source,gpfm,hoptimus0,virchow2
gpfm,0.8145698130108848,0.766486459968609,0.7971415970743829
hoptimus0,0.7501469063549557,0.8218706351802925,0.7948951313787368
virchow2,0.7518664762297342,0.7682740440670781,0.8942795706986724
