kind,cosine,r2,nmse,retrieval_recall@1,retrieval_recall@5,retrieval_recall@10,retrieval_map,retrieval_mrr,retrieval_median_rank,retrieval_ndcg,retrieval_n_query,retrieval_n_database
cross_model,0.7714684358455828,0.5090464293200229,0.4909535706799771,0.5211666666666667,0.7603333333333334,0.8306999999999999,0.6293417766406545,0.6293417766406545,1.6666666666666667,0.706219942241434,5000.0,5000.0
self_roundtrip,0.84357333962995,0.6613200392677219,0.33867996073227813,0.8633333333333333,0.9624,0.9805333333333334,0.9072626467791896,0.9072626467791896,1.0,0.9288549529318822,5000.0,5000.0
