,reconstruction_r2,reconstruction_cosine,alignment_error,paired_cosine,shared_cka,recall@1,recall@10,mrr,neighborhood_preservation,effective_rank,latent_dim
joint_pca,0.670565358900709,0.8695802928253461,0.038937324837317794,0.9423983197679305,0.9300306132407675,0.98325,0.9991666666666666,0.990179161690055,0.5775166666666667,55.29023511670022,64.0
gcca,0.5775054380106105,0.8294927703025374,0.035752836170531384,0.949061289083135,0.903979291209296,0.9993333333333334,1.0,0.9996319444444445,0.44564999999999994,63.87165910836641,64.0
mcca,0.6251559808462452,0.8504804566718412,0.1357326922316709,0.8207720372314284,0.6898149879671956,0.9709166666666667,0.999,0.9824420159275422,0.5034666666666666,63.91592601247424,64.0
procrustes,0.7135631410677062,0.8875768346558157,0.26018275703741883,0.6922361393099035,0.5015340976681522,0.65175,0.9226666666666667,0.748842059886961,0.8017833333333334,55.25018900480915,64.0
autoencoder,0.6972895460592357,0.8806647762526882,0.05179239999744676,0.923104019747559,0.9665934397992411,0.9905833333333333,0.9999166666666667,0.9945966678338002,0.5663833333333333,52.993549289225605,64.0
