condition,encoders,mil,dim,auc,accuracy,f1,balanced_accuracy,n_test,seconds
single,musk,abmil,1024,0.6784658950997292,0.6274509803921569,0.626624127248347,0.6266313715833538,255,134.7
single,musk,transmil,1024,0.6467618813100221,0.5764705882352941,0.575,0.5785213001723712,255,54.0
