,ctranspath,gigapath,keep,resnet50,uni_v2
ctranspath,1.0,0.6348693736782984,0.4961097289908832,0.5528298535410827,0.5876520873475041
gigapath,0.6348693736782984,1.0,0.48990084551902385,0.47284036158558995,0.6187758002806448
keep,0.4961097289908832,0.48990084551902385,1.0,0.3595780441374381,0.5357629607748413
resnet50,0.5528298535410827,0.47284036158558995,0.3595780441374381,1.0,0.41088589967853634
uni_v2,0.5876520873475041,0.6187758002806448,0.5357629607748413,0.41088589967853634,1.0
