model,nmse,r2,cosine
ctranspath,0.16743481229686413,0.8325651877031359,0.9641013985766322
gigapath,0.408190921430496,0.591809078569504,0.8982396959243241
keep,0.2794256455328231,0.7205743544671769,0.9069587371477479
resnet50,0.15207579221470377,0.8479242077852962,0.9838230313836305
uni_v2,0.48926675698559097,0.510733243014409,0.7827509492099403
