source,target,cosine,r2
ctranspath,gigapath,0.8687743606303691,0.4741835963577632
ctranspath,keep,0.8152681198830681,0.44328679557934914
ctranspath,resnet50,0.9628739487337722,0.646911694448213
ctranspath,uni_v2,0.7169281383371692,0.3729943832300646
gigapath,ctranspath,0.9335520163655732,0.6925822828173602
gigapath,keep,0.8143018524541253,0.44699339091568946
gigapath,resnet50,0.955796843657311,0.5816765298020374
gigapath,uni_v2,0.7229060874946431,0.3894642002104869
keep,ctranspath,0.9099502311293113,0.588664397924056
keep,gigapath,0.8490185184017016,0.4015639817762573
keep,resnet50,0.9476881663420569,0.5090489315586154
keep,uni_v2,0.7086181746538757,0.36588060626056895
resnet50,ctranspath,0.9228782970053725,0.6467650705195715
resnet50,gigapath,0.8478156428849012,0.39142007992757466
resnet50,keep,0.7669082318073984,0.3274614350324019
resnet50,uni_v2,0.6632538498236751,0.2750904460856355
uni_v2,ctranspath,0.9254085757260794,0.655677477374591
uni_v2,gigapath,0.8667055254111294,0.4679737951075522
uni_v2,keep,0.8326882413905708,0.5009176751397715
uni_v2,resnet50,0.9508471719871797,0.5350361139815545
