,ctranspath,gigapath,keep,resnet50,uni_v2
ctranspath,1.0,0.7877453334001441,0.6810539341638935,0.7006823351077345,0.7552522874690686
gigapath,0.7877453334001441,1.0,0.6740955268997489,0.6355925718536692,0.7740388817626517
keep,0.6810539341638935,0.6740955268997489,1.0,0.5360036647158987,0.703307278305523
resnet50,0.7006823351077345,0.6355925718536692,0.5360036647158987,1.0,0.5871917172650114
uni_v2,0.7552522874690686,0.7740388817626517,0.703307278305523,0.5871917172650114,1.0
