,conch_v1,ctranspath,gigapath,keep,resnet50,uni_v2
conch_v1,1.0,0.669280661412426,0.6407499101838455,0.6950491711757247,0.587966122640438,0.6780440412709565
ctranspath,0.669280661412426,1.0,0.7256794924747899,0.6325685513186464,0.723862285669304,0.7125656978849964
gigapath,0.6407499101838455,0.7256794924747899,1.0,0.6346039552908691,0.5905051951178308,0.7654289294892622
keep,0.6950491711757247,0.6325685513186464,0.6346039552908691,1.0,0.5152159986725372,0.693024290068878
resnet50,0.587966122640438,0.723862285669304,0.5905051951178308,0.5152159986725372,1.0,0.5636024966271392
uni_v2,0.6780440412709565,0.7125656978849964,0.7654289294892622,0.693024290068878,0.5636024966271392,1.0
