,conch_v1,ctranspath,gigapath,keep,resnet50,uni_v2
conch_v1,1.0,0.6444565168226989,0.5968086810573091,0.7308900529489031,0.5666991631447691,0.6666617646437292
ctranspath,0.6444565168226989,1.0,0.6659544009461836,0.5731338417677647,0.5906389320284673,0.6345974222985302
gigapath,0.5968086810573091,0.6659544009461836,1.0,0.5854533485215211,0.44987303864920114,0.7534457963986456
keep,0.7308900529489031,0.5731338417677647,0.5854533485215211,1.0,0.39109898655457737,0.7347740545477799
resnet50,0.5666991631447691,0.5906389320284673,0.44987303864920114,0.39109898655457737,1.0,0.3954973082454922
uni_v2,0.6666617646437292,0.6345974222985302,0.7534457963986456,0.7347740545477799,0.3954973082454922,1.0
