,reconstruction_r2,reconstruction_cosine,alignment_error,paired_cosine,shared_cka,recall@1,recall@10,mrr,neighborhood_preservation,effective_rank,latent_dim
joint_pca,0.6928262715627997,0.9042710378456377,0.06423794083799232,0.9176847068316498,0.9605421219154031,0.9519000000000002,0.9953000000000001,0.9687609934730309,0.5564600000000001,52.19885056833939,64.0
gcca,0.6468412874864751,0.8882862700530643,0.1287599251970006,0.8519935414222038,0.757668086011865,0.9685500000000001,0.9992750000000001,0.9809676864078396,0.48044000000000003,63.78298833841524,64.0
mcca,0.7007212143079043,0.907174762448455,0.3353604732243709,0.6834963530943343,0.5159204955533843,0.8068,0.974375,0.8690252169481081,0.54396,63.491078051710744,64.0
procrustes,0.7545451992766556,0.9221094300581576,0.3276851549313626,0.6898079623031692,0.6768783155275213,0.5202749999999999,0.8162749999999999,0.6227396423448439,0.81949,53.87840797900342,64.0
autoencoder,0.7437911320909254,0.9190797424028665,0.1807543221730153,0.8001911230989919,0.9081122102864303,0.781325,0.9606,0.8473086598093671,0.6298,53.970462219897286,64.0
