,gpfm,hoptimus0,virchow2
gpfm,1.0,0.9578190024881684,0.9506726523383018
hoptimus0,0.9578190024881684,1.0,0.9383304637911025
virchow2,0.9506726523383018,0.9383304637911025,1.0
