model,nmse,r2,cosine
gpfm,0.3121741159377914,0.6878258840622087,0.871532753109627
hoptimus0,0.3217345293167902,0.6782654706832099,0.8878388636457831
virchow2,0.26712057938286754,0.7328794206171325,0.8865170233769639
