,gpfm,hoptimus0,virchow2
gpfm,1.0,0.9627839496043713,0.9348836857701421
hoptimus0,0.9627839496043713,1.0,0.9261764850641294
virchow2,0.9348836857701421,0.9261764850641294,1.0
