kind,cosine,r2,nmse,retrieval_recall@1,retrieval_recall@5,retrieval_recall@10,retrieval_map,retrieval_mrr,retrieval_median_rank,retrieval_ndcg,retrieval_n_query,retrieval_n_database
cross_model,0.7595421144545496,0.38093345969631753,0.6190665403036825,0.30076,0.5418700000000001,0.6451,0.41533906196435827,0.41533906196435827,6.975,0.5286416755123515,5000.0,5000.0
self_roundtrip,0.8648421458638106,0.6811459108874074,0.3188540891125927,0.87148,0.95444,0.9724,0.9082516140368952,0.9082516140368952,1.0,0.928906236493303,5000.0,5000.0
