kind,cosine,r2,nmse,retrieval_recall@1,retrieval_recall@5,retrieval_recall@10,retrieval_map,retrieval_mrr,retrieval_median_rank,retrieval_ndcg,retrieval_n_query,retrieval_n_database
cross_model,0.8958740464197978,0.6275166034125391,0.3724833965874609,0.5912,0.8185,0.8781,0.6938366967571983,0.6938366967571983,1.0,0.7601216635142682,5000.0,5000.0
self_roundtrip,0.993159408249575,0.9760168568869664,0.023983143113033657,0.9991,1.0,1.0,0.9994533333333333,0.9994533333333333,1.0,0.9995902854691239,5000.0,5000.0
