model,nmse,r2,cosine
gpfm,0.42262223998168913,0.5773777600183109,0.7857942910352546
hoptimus0,0.45202091437149006,0.5479790856285099,0.794410159238768
virchow2,0.4196132440440137,0.5803867559559863,0.8229497939069003
