,gpfm,hoptimus0,virchow2
gpfm,1.0,0.9242592848117016,0.9325751582255163
hoptimus0,0.9242592848117016,1.0,0.9057066280188149
virchow2,0.9325751582255163,0.9057066280188149,1.0
