component,eigenvalue,view_agreement
0,2.9968671305359513,0.9989557101786505
1,2.995806321783784,0.9986021072612613
2,2.9934220554553317,0.9978073518184439
3,2.991173602787433,0.997057867595811
4,2.990259409208981,0.9967531364029937
5,2.9886903794364805,0.9962301264788268
6,2.98829303283467,0.9960976776115568
7,2.986570197756354,0.995523399252118
8,2.983593166563253,0.9945310555210843
9,2.9818335251101735,0.9939445083700579
10,2.978513065374932,0.9928376884583107
11,2.97684538594445,0.9922817953148168
12,2.9756750834555183,0.9918916944851728
13,2.9741281349504636,0.9913760449834879
14,2.972897273568895,0.9909657578562984
15,2.969532430406805,0.989844143468935
16,2.9683883021868573,0.9894627673956191
17,2.967596122037008,0.9891987073456693
18,2.9671220606818984,0.9890406868939662
19,2.9641514895343746,0.9880504965114582
20,2.963187237550006,0.9877290791833353
21,2.961957979869715,0.9873193266232384
22,2.960031783683436,0.986677261227812
23,2.9594761433430334,0.9864920477810112
24,2.9577305039972615,0.9859101679990872
25,2.9548354955774405,0.9849451651924802
26,2.9534722412066663,0.9844907470688887
27,2.9519972932977807,0.9839990977659269
28,2.9502715389092105,0.9834238463030701
29,2.948945998251765,0.982981999417255
30,2.9475981984369524,0.9825327328123175
31,2.947026095128648,0.9823420317095494
32,2.944217732905533,0.9814059109685109
33,2.942399343363781,0.9807997811212603
34,2.939724441539515,0.9799081471798384
35,2.9377710303300173,0.9792570101100058
36,2.936336590624971,0.978778863541657
37,2.9340788075321806,0.9780262691773935
38,2.9316182100778527,0.977206070025951
39,2.9311660070651326,0.9770553356883775
40,2.928310595820585,0.9761035319401951
41,2.9264985581854828,0.9754995193951609
42,2.9241181863740704,0.9747060621246901
43,2.9227189495367374,0.9742396498455791
44,2.9204776870840123,0.9734925623613374
45,2.9199194231023458,0.9733064743674485
46,2.9182266406277275,0.9727422135425758
47,2.916068367998724,0.972022789332908
48,2.913067497782191,0.9710224992607303
49,2.9123563672754704,0.9707854557584902
50,2.910305143674442,0.9701017145581473
51,2.90832113111468,0.9694403770382266
52,2.9067254624877017,0.9689084874959005
53,2.9062392105036006,0.9687464035012002
54,2.9035975842591464,0.9678658614197154
55,2.902721810333269,0.9675739367777564
56,2.8998045951469935,0.9666015317156645
57,2.8984283700098885,0.9661427900032962
58,2.8963629083556284,0.9654543027852095
59,2.8951222771997926,0.9650407590665976
60,2.8928401992799144,0.9642800664266381
61,2.8909654067439563,0.9636551355813188
62,2.889549415718488,0.9631831385728292
63,2.8872344224703688,0.9624114741567896
