model,nmse,r2,cosine
ctranspath,0.2109903495964227,0.7890096504035773,0.9551301148112398
gigapath,0.5327864521996681,0.46721354780033186,0.7306016288572388
keep,0.2374523341073339,0.7625476658926661,0.9143589420488833
resnet50,0.14803590953164086,0.8519640904683592,0.9861826031315941
uni_v2,0.5138056879046634,0.4861943120953366,0.7207021419072069
