train_loss,val_loss,recon,align
0.02413439459633082,0.0008853091858327389,0.000987807954232215,0.023146586568048966
0.0008278343432701807,0.0007859752513468266,0.0007918801956235411,3.595414866578967e-05
0.0007534613242498368,0.000714972207788378,0.0007222006320358908,3.126069137540478e-05
0.0006953626565621994,0.0006803107680752873,0.0006661131748506891,2.9249483349890752e-05
0.0006606634380130744,0.0006724642007611692,0.0006312808229964464,2.938261421678872e-05
0.0006325499795324413,0.0006064110202714801,0.0006021116703339185,3.0438310733698276e-05
0.0006085209798642454,0.0005925375735387206,0.000577917568144514,3.0603412906589736e-05
0.0005888574185338637,0.0005674628773704171,0.0005572770023718476,3.158041954198225e-05
0.0005780321534339946,0.0005582879530265927,0.0005440463114642135,3.398584634309605e-05
0.0005506566917219906,0.0006794246728532016,0.0005175586526054255,3.3098042006307145e-05
0.0005496553482210383,0.0005316619062796235,0.0005128680268494108,3.678732219726798e-05
0.0005318327276003118,0.0005171222146600485,0.0004960792219672511,3.5753505942675926e-05
0.0005292125468981182,0.0005024385172873735,0.0004905305729752922,3.868197454205641e-05
0.0005074634674130708,0.0004896049504168332,0.000470685525318436,3.677794199142975e-05
0.0005058575459138378,0.0004901759093627334,0.0004668779609681946,3.897958391359247e-05
0.0004975299923911902,0.00048365164548158646,0.0004576975622145023,3.983242976386761e-05
0.00048165386299113907,0.00049473816761747,0.00044203038799662327,3.9623475665348774e-05
0.000481993710689894,0.0004965807311236858,0.0004414284536994809,4.0565257403233374e-05
0.0004825512325417594,0.0004703686572611332,0.00043949433614777283,4.305689729703095e-05
0.0004636641733797518,0.0004912043805234134,0.0004228231774111351,4.084099594281544e-05
0.00046143564478170573,0.00044665971654467285,0.0004196188374214429,4.181680707644889e-05
0.0004576162370301598,0.00044952306780032814,0.00041548384321318506,4.2132394023384927e-05
0.0004453169873829746,0.00043021782767027617,0.0004031360145255342,4.218097350247211e-05
0.00044400910582684033,0.0004697079712059349,0.0004021722985619798,4.183680845171887e-05
0.0004432484264409579,0.00042328654672019184,0.0004000744438921729,4.317398352923321e-05
0.00043255940008683937,0.0004422720812726766,0.00039020778693040793,4.2351614498097373e-05
0.00043111699649813113,0.0004285242175683379,0.00038860021311796356,4.251678399939803e-05
0.00042476407883867143,0.00043773476500064135,0.00038286450967945637,4.189957039767599e-05
0.00042012311391869284,0.0004224356380291283,0.00037809302398756625,4.203009116958747e-05
0.00041708338147868133,0.0004155137576162815,0.00037527056278806206,4.181281915504208e-05
0.0004174051614782066,0.0004354631237220019,0.0003751149122002171,4.229025110987953e-05
0.00040990173327901683,0.000413023226428777,0.000367358582654096,4.2543152147195635e-05
0.00040733952472376113,0.00042973304516635835,0.0003652355579183774,4.2103966418364754e-05
0.00040643371609435915,0.0003879481228068471,0.00036440390419769796,4.2029813006115704e-05
0.00039787511489889087,0.0003969418175984174,0.0003566842256625784,4.119088949432517e-05
0.0004037529824991836,0.000390708155464381,0.00036111027757795725,4.264270499863014e-05
0.0003897534536382725,0.00040180396172218025,0.0003489747113822332,4.077874321068624e-05
0.00039573789802082676,0.0003677333006635308,0.0003543260364036954,4.1411862932996e-05
0.0003877000285457846,0.00040695833740755916,0.0003464419998687606,4.1258027490165665e-05
0.0003910542580097623,0.0003866511397063732,0.00034975734455114664,4.1296914052044814e-05
0.000379443351106705,0.0003745143476407975,0.0003391185173507225,4.0324834297809104e-05
0.0003817283562037777,0.00037275836803019047,0.00034175395568443055,3.997440108697505e-05
0.00037829604302037586,0.00040394009556621313,0.00033866579570899987,3.9630248420830515e-05
0.0003750516227215317,0.00037870611413381994,0.0003354519480552049,3.959967492433952e-05
0.00033583697914112864,0.0003330831241328269,0.00030108215700148054,3.475482275887848e-05
0.0003282149815238378,0.0003281048557255417,0.00029707440061177664,3.114058129908022e-05
0.00032396146248207027,0.000324770255247131,0.00029529639600663846,2.8665066772146342e-05
0.0003283129252017813,0.00032600859412923455,0.00030089737492421944,2.7415550316263697e-05
0.0003307075392461468,0.00032932095928117633,0.00030374330124183696,2.696423836552756e-05
0.0003301866826475829,0.0003260262019466609,0.00030362520739271023,2.6561475964407568e-05
0.00032927515872767366,0.0003348970494698733,0.0003028818158885292,2.639334454202813e-05
0.00032813872783676,0.0003284408012405038,0.00030203346854095603,2.610526077937688e-05
0.00032798784656172736,0.00033082684967666864,0.00030203032945546964,2.5957516861145703e-05
0.00031148986944578693,0.00031215191120281816,0.0002867632354807822,2.4726634300421222e-05
0.0003091874963798765,0.0003106077201664448,0.0002853668991274841,2.3820597433001266e-05
0.00030771155320669373,0.00030917543335817754,0.0002847028337253905,2.3008719907024155e-05
0.0003063284745770143,0.0003078181471209973,0.00028409491105711894,2.2233563300584616e-05
