,ctranspath,gigapath,keep,resnet50,uni_v2
ctranspath,1.0,0.7957775715162494,0.6836961101565523,0.7761244334612564,0.7901569241894884
gigapath,0.7957775715162494,1.0,0.7326861407048239,0.7575717507006687,0.8526855200149467
keep,0.6836961101565523,0.7326861407048239,1.0,0.6447454711501168,0.7478057017265947
resnet50,0.7761244334612564,0.7575717507006687,0.6447454711501168,1.0,0.7502647055438505
uni_v2,0.7901569241894884,0.8526855200149467,0.7478057017265947,0.7502647055438505,1.0
