,CONCH,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CONCH,0.9999999999999998,0.6155355395629916,0.7234802821935051,0.6048195412771789,0.533733246376116,0.7455419237928012
CTransPath,0.6155355395629916,0.9999999999999997,0.6334232146518751,0.43649055490745386,0.47736457859285386,0.6490677545347573
Prov-GigaPath,0.7234802821935051,0.6334232146518751,0.9999999999999996,0.5848401215904291,0.4892355156252403,0.4997865591112763
KEEP,0.6048195412771789,0.43649055490745386,0.5848401215904291,0.9999999999999997,0.37402896774978917,0.6219717569767891
ResNet50 (ImageNet),0.533733246376116,0.47736457859285386,0.4892355156252403,0.37402896774978917,0.9999999999999998,0.4979580080394788
UNI2-h,0.7455419237928012,0.6490677545347573,0.4997865591112763,0.6219717569767891,0.4979580080394788,0.9999999999999997
